case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm87;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:48:38.367107
algorithm87;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:48:39.367107
algorithm87;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:48:40.367107
algorithm87;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 18:48:41.367107
algorithm87;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 18:48:42.367107
algorithm87;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2023-02-06 18:48:43.367107
algorithm87;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2023-02-06 18:48:44.367107
algorithm87;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 18:48:45.367107
algorithm83;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:41:58.367107
algorithm83;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:41:59.367107
algorithm83;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:42:00.367107
algorithm83;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 18:42:01.367107
algorithm83;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 18:42:02.367107
algorithm83;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2023-02-06 18:42:03.367107
algorithm83;trsm_1e+07;1e+07;trsm!('R', 'L', 'N', 'N', 1.0, ml3, ml0);tmp72 = (tmp70 L15^-1);2023-02-06 18:42:04.367107
algorithm83;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp24 = (tmp72^T tmp68);2023-02-06 18:42:05.367107
algorithm57;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:58:38.367107
algorithm57;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:58:39.367107
algorithm57;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:58:40.367107
algorithm57;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2023-02-06 17:58:41.367107
algorithm57;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:58:42.367107
algorithm57;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 17:58:43.367107
algorithm57;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml4, ml3);tmp23 = (L15^-1 tmp21);2023-02-06 17:58:44.367107
algorithm57;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml3);tmp24 = (L15^-T tmp23);2023-02-06 17:58:45.367107
algorithm40;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:30:18.367107
algorithm40;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:30:19.367107
algorithm40;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:30:20.367107
algorithm40;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:30:21.367107
algorithm40;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:30:22.367107
algorithm40;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 17:30:23.367107
algorithm40;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 17:30:24.367107
algorithm40;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2023-02-06 17:30:25.367107
algorithm40;gemv_2e+04;2e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2023-02-06 17:30:26.367107
algorithm40;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2023-02-06 17:30:27.367107
algorithm65;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:11:58.367107
algorithm65;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:11:59.367107
algorithm65;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:12:00.367107
algorithm65;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:12:01.367107
algorithm65;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:12:02.367107
algorithm65;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:12:03.367107
algorithm65;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:12:04.367107
algorithm65;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:12:05.367107
algorithm65;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 18:12:06.367107
algorithm65;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 18:12:07.367107
algorithm8;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 16:36:58.367107
algorithm8;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 16:36:59.367107
algorithm8;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 16:37:00.367107
algorithm8;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 16:37:01.367107
algorithm8;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 16:37:02.367107
algorithm8;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 16:37:03.367107
algorithm8;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 16:37:04.367107
algorithm8;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 16:37:05.367107
algorithm64;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:10:18.367107
algorithm64;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:10:19.367107
algorithm64;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:10:20.367107
algorithm64;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:10:21.367107
algorithm64;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:10:22.367107
algorithm64;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:10:23.367107
algorithm64;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:10:24.367107
algorithm64;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:10:25.367107
algorithm64;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 18:10:26.367107
algorithm64;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 18:10:27.367107
algorithm0;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 16:23:38.367107
algorithm0;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 16:23:39.367107
algorithm0;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 16:23:40.367107
algorithm0;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 16:23:41.367107
algorithm0;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 16:23:42.367107
algorithm0;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 16:23:43.367107
algorithm0;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 16:23:44.367107
algorithm0;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 16:23:45.367107
algorithm53;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:51:58.367107
algorithm53;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:51:59.367107
algorithm53;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:52:00.367107
algorithm53;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:52:01.367107
algorithm53;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:52:02.367107
algorithm53;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:52:03.367107
algorithm53;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:52:04.367107
algorithm53;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:52:05.367107
algorithm46;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:40:18.367107
algorithm46;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:40:19.367107
algorithm46;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:40:20.367107
algorithm46;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:40:21.367107
algorithm46;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:40:22.367107
algorithm46;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 17:40:23.367107
algorithm46;ml5, ml4 = LAPACK.syev_3.34e+06;3.34e+06;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 17:40:24.367107
algorithm46;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml6);tmp21 = (tmp56 tmp71);2023-02-06 17:40:25.367107
algorithm46;gemv_2e+04;2e+04;gemv!('T', 1.0, ml4, ml6, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 17:40:26.367107
algorithm46;gemv_100;100;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 17:40:27.367107
algorithm49;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:45:18.367107
algorithm49;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:45:19.367107
algorithm49;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:45:20.367107
algorithm49;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:45:21.367107
algorithm49;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:45:22.367107
algorithm49;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2023-02-06 17:45:23.367107
algorithm49;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2023-02-06 17:45:24.367107
algorithm49;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:45:25.367107
algorithm96;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:03:38.367107
algorithm96;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 19:03:39.367107
algorithm96;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 19:03:40.367107
algorithm96;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:03:41.367107
algorithm96;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:03:42.367107
algorithm96;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:03:43.367107
algorithm96;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 19:03:44.367107
algorithm96;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 19:03:45.367107
algorithm96;trsm_1e+07;1e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 19:03:46.367107
algorithm96;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 19:03:47.367107
algorithm56;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:56:58.367107
algorithm56;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:56:59.367107
algorithm56;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:57:00.367107
algorithm56;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:57:01.367107
algorithm56;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:57:02.367107
algorithm56;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:57:03.367107
algorithm56;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:57:04.367107
algorithm56;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:57:05.367107
algorithm54;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:53:38.367107
algorithm54;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:53:39.367107
algorithm54;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:53:40.367107
algorithm54;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:53:41.367107
algorithm54;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:53:42.367107
algorithm54;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:53:43.367107
algorithm54;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:53:44.367107
algorithm54;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:53:45.367107
algorithm39;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:28:38.367107
algorithm39;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:28:39.367107
algorithm39;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:28:40.367107
algorithm39;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:28:41.367107
algorithm39;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:28:42.367107
algorithm39;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2023-02-06 17:28:43.367107
algorithm39;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 17:28:44.367107
algorithm39;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 17:28:45.367107
algorithm39;gemv_2e+04;2e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2023-02-06 17:28:46.367107
algorithm39;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2023-02-06 17:28:47.367107
algorithm14;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 16:46:58.367107
algorithm14;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 16:46:59.367107
algorithm14;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 16:47:00.367107
algorithm14;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:47:01.367107
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 16:47:02.367107
algorithm14;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 16:47:03.367107
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 16:47:04.367107
algorithm14;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 16:47:05.367107
algorithm14;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 16:47:06.367107
algorithm14;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 16:47:07.367107
algorithm10;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 16:40:18.367107
algorithm10;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 16:40:19.367107
algorithm10;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 16:40:20.367107
algorithm10;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 16:40:21.367107
algorithm10;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:40:22.367107
